Datetime,Symbol,Open,High,Low,Close,Volume
2025-05-07 00:00:00+05:30,RELIANCE,1420.9000244140625,1424.4000244140625,1402.699951171875,1406.0,13440169
2025-05-08 00:00:00+05:30,RELIANCE,1404.0999755859375,1420.800048828125,1398.0,1407.0,16106175
2025-05-09 00:00:00+05:30,RELIANCE,1385.5,1394.800048828125,1374.5,1377.199951171875,13668904
2025-05-12 00:00:00+05:30,RELIANCE,1400.0,1439.0,1400.0,1436.5,10674081
2025-05-13 00:00:00+05:30,RELIANCE,1433.5,1447.699951171875,1412.4000244140625,1415.699951171875,11407896
2025-05-14 00:00:00+05:30,RELIANCE,1420.0,1429.9000244140625,1415.5,1424.4000244140625,5570160
2025-05-15 00:00:00+05:30,RELIANCE,1425.0,1461.4000244140625,1412.699951171875,1454.199951171875,20177211
2025-05-16 00:00:00+05:30,RELIANCE,1453.199951171875,1461.0,1447.300048828125,1456.4000244140625,9036695
2025-05-19 00:00:00+05:30,RELIANCE,1452.0999755859375,1454.5999755859375,1438.199951171875,1440.800048828125,6195791
2025-05-20 00:00:00+05:30,RELIANCE,1438.199951171875,1445.0,1421.800048828125,1424.5999755859375,11270560
2025-05-21 00:00:00+05:30,RELIANCE,1423.9000244140625,1436.199951171875,1418.0999755859375,1429.199951171875,6136364
2025-05-22 00:00:00+05:30,RELIANCE,1421.199951171875,1423.800048828125,1396.9000244140625,1409.4000244140625,12134466
2025-05-23 00:00:00+05:30,RELIANCE,1406.5999755859375,1433.800048828125,1406.5999755859375,1426.800048828125,6474883
2025-05-26 00:00:00+05:30,RELIANCE,1432.0,1441.0,1425.0999755859375,1434.800048828125,4842944
2025-05-27 00:00:00+05:30,RELIANCE,1426.0999755859375,1437.0,1413.9000244140625,1422.0999755859375,12640414
2025-05-28 00:00:00+05:30,RELIANCE,1420.0999755859375,1422.5999755859375,1410.699951171875,1412.9000244140625,5944611
2025-05-29 00:00:00+05:30,RELIANCE,1412.0999755859375,1420.0,1408.5999755859375,1417.800048828125,13771917
2025-05-30 00:00:00+05:30,RELIANCE,1418.0,1430.5999755859375,1409.699951171875,1420.9000244140625,13788484
2025-06-02 00:00:00+05:30,RELIANCE,1412.0999755859375,1417.5,1395.5999755859375,1413.699951171875,8098668
2025-06-03 00:00:00+05:30,RELIANCE,1422.300048828125,1426.5,1408.5,1415.4000244140625,1917526
2025-05-07 00:00:00+05:30,TCS,3420.60009765625,3459.5,3420.60009765625,3445.10009765625,1477128
2025-05-08 00:00:00+05:30,TCS,3448.0,3477.0,3428.699951171875,3448.89990234375,2543591
2025-05-09 00:00:00+05:30,TCS,3399.0,3446.199951171875,3398.10009765625,3440.300048828125,2531757
2025-05-12 00:00:00+05:30,TCS,3505.0,3630.5,3502.199951171875,3620.39990234375,2228678
2025-05-13 00:00:00+05:30,TCS,3620.39990234375,3623.0,3510.5,3515.0,3062887
2025-05-14 00:00:00+05:30,TCS,3521.0,3561.0,3508.60009765625,3548.699951171875,2119499
2025-05-15 00:00:00+05:30,TCS,3564.0,3600.0,3514.10009765625,3579.89990234375,3548330
2025-05-16 00:00:00+05:30,TCS,3593.89990234375,3593.89990234375,3546.10009765625,3561.300048828125,1666727
2025-05-19 00:00:00+05:30,TCS,3550.0,3550.0,3503.699951171875,3518.800048828125,2537377
2025-05-20 00:00:00+05:30,TCS,3531.800048828125,3558.0,3494.0,3498.300048828125,2038374
2025-05-21 00:00:00+05:30,TCS,3508.0,3537.0,3498.300048828125,3525.800048828125,1440153
2025-05-22 00:00:00+05:30,TCS,3495.0,3497.800048828125,3451.300048828125,3477.0,2034383
2025-05-23 00:00:00+05:30,TCS,3477.0,3535.0,3465.60009765625,3514.60009765625,1274331
2025-05-26 00:00:00+05:30,TCS,3521.0,3545.0,3510.10009765625,3537.300048828125,967470
2025-05-27 00:00:00+05:30,TCS,3532.0,3540.0,3483.10009765625,3498.699951171875,2467680
2025-05-28 00:00:00+05:30,TCS,3520.0,3529.0,3493.0,3497.699951171875,1222933
2025-05-29 00:00:00+05:30,TCS,3504.699951171875,3532.5,3486.5,3498.10009765625,3188072
2025-05-30 00:00:00+05:30,TCS,3490.0,3506.699951171875,3453.10009765625,3463.39990234375,3404365
2025-06-02 00:00:00+05:30,TCS,3450.0,3460.0,3418.60009765625,3449.800048828125,1877585
2025-06-03 00:00:00+05:30,TCS,3446.0,3473.5,3427.199951171875,3432.800048828125,373686
2025-05-07 00:00:00+05:30,HDFCBANK,1934.0,1948.699951171875,1922.4000244140625,1945.5999755859375,10710389
2025-05-08 00:00:00+05:30,HDFCBANK,1954.800048828125,1954.800048828125,1919.0999755859375,1928.5,17401715
2025-05-09 00:00:00+05:30,HDFCBANK,1910.0999755859375,1919.0,1886.800048828125,1889.699951171875,8594398
2025-05-12 00:00:00+05:30,HDFCBANK,1917.5999755859375,1959.9000244140625,1912.300048828125,1957.199951171875,9309486
2025-05-13 00:00:00+05:30,HDFCBANK,1950.0,1961.699951171875,1920.0,1922.5999755859375,12121051
2025-05-14 00:00:00+05:30,HDFCBANK,1922.0999755859375,1930.199951171875,1903.0,1910.5999755859375,7722654
2025-05-15 00:00:00+05:30,HDFCBANK,1913.5,1944.800048828125,1897.0,1933.800048828125,16120729
2025-05-16 00:00:00+05:30,HDFCBANK,1933.800048828125,1943.800048828125,1928.4000244140625,1934.699951171875,7934005
2025-05-19 00:00:00+05:30,HDFCBANK,1937.0,1945.0,1931.0,1938.699951171875,5101482
2025-05-20 00:00:00+05:30,HDFCBANK,1928.0999755859375,1934.5999755859375,1913.0,1914.9000244140625,11939545
2025-05-21 00:00:00+05:30,HDFCBANK,1927.0,1946.9000244140625,1921.0999755859375,1926.800048828125,7566020
2025-05-22 00:00:00+05:30,HDFCBANK,1915.199951171875,1924.199951171875,1905.199951171875,1919.9000244140625,10653335
2025-05-23 00:00:00+05:30,HDFCBANK,1920.0999755859375,1937.0,1914.5,1933.5999755859375,4783036
2025-05-26 00:00:00+05:30,HDFCBANK,1935.0,1949.9000244140625,1926.9000244140625,1940.199951171875,5401430
2025-05-27 00:00:00+05:30,HDFCBANK,1931.5999755859375,1948.0,1916.300048828125,1926.300048828125,13081074
2025-05-28 00:00:00+05:30,HDFCBANK,1920.199951171875,1934.5,1917.699951171875,1923.5,9078797
2025-05-29 00:00:00+05:30,HDFCBANK,1928.0,1940.800048828125,1907.300048828125,1927.5,14458897
2025-05-30 00:00:00+05:30,HDFCBANK,1931.9000244140625,1948.800048828125,1925.4000244140625,1944.9000244140625,14374039
2025-06-02 00:00:00+05:30,HDFCBANK,1930.0999755859375,1936.0,1908.0,1932.0999755859375,7334411
2025-06-03 00:00:00+05:30,HDFCBANK,1938.0,1945.0,1930.9000244140625,1938.9000244140625,2233750
2025-05-07 00:00:00+05:30,INFY,1479.1876719914237,1497.72687229769,1475.8348225262564,1487.37255859375,5691799
2025-05-08 00:00:00+05:30,INFY,1487.0767158676624,1495.4587795844232,1480.371016743612,1490.4295654296875,8424409
2025-05-09 00:00:00+05:30,INFY,1479.8779633712215,1490.429574694462,1473.3695614613061,1486.6822509765625,4478653
2025-05-12 00:00:00+05:30,INFY,1515.6743515413355,1609.356240543565,1510.743725804376,1604.3270263671875,11372857
2025-05-13 00:00:00+05:30,INFY,1586.675293741908,1589.8308459268644,1542.8913150101926,1546.8358154296875,12846210
2025-05-14 00:00:00+05:30,INFY,1552.1609377918994,1572.8695652973822,1547.7233747550104,1570.3056640625,4870057
2025-05-15 00:00:00+05:30,INFY,1567.7416973152629,1596.1420273386075,1549.2024976963296,1590.6197509765625,11151167
2025-05-16 00:00:00+05:30,INFY,1590.2253238143162,1590.2253238143162,1559.5568570553514,1567.84033203125,4576751
2025-05-19 00:00:00+05:30,INFY,1554.62619978804,1563.0082630282545,1534.1147498260523,1538.157958984375,8855798
2025-05-20 00:00:00+05:30,INFY,1548.2163771805324,1561.529065774123,1536.382876208452,1538.94677734375,7143998
2025-05-21 00:00:00+05:30,INFY,1546.145531646558,1549.2024953086398,1530.564707285941,1546.7371826171875,4157309
2025-05-22 00:00:00+05:30,INFY,1533.9175651094254,1539.1440761948634,1518.6326263378432,1526.028564453125,6158990
2025-05-23 00:00:00+05:30,INFY,1528.4939232420525,1565.1777292492216,1528.4939232420525,1543.088623046875,5038421
2025-05-26 00:00:00+05:30,INFY,1544.8635161135799,1561.8249396042181,1541.0176042515016,1558.5706787109375,3170102
2025-05-27 00:00:00+05:30,INFY,1557.9791380318973,1560.9375134619054,1534.805197163501,1548.3150634765625,7775714
