Datetime,Symbol,Open,High,Low,Close,Volume
2025-05-07 09:15:00+05:30,RELIANCE,1416.5999755859375,1423.699951171875,1410.5,1411.5999755859375,0
2025-05-07 10:15:00+05:30,RELIANCE,1411.800048828125,1417.9000244140625,1410.9000244140625,1415.0,1138784
2025-05-07 11:15:00+05:30,RELIANCE,1415.0,1421.5,1414.5999755859375,1417.0999755859375,762043
2025-05-07 12:15:00+05:30,RELIANCE,1416.5999755859375,1418.5,1415.9000244140625,1416.0999755859375,858053
2025-05-07 13:15:00+05:30,RELIANCE,1416.0,1416.5,1412.199951171875,1416.0999755859375,1283837
2025-05-07 14:15:00+05:30,RELIANCE,1416.0999755859375,1416.199951171875,1405.699951171875,1405.699951171875,3586016
2025-05-07 15:15:00+05:30,RELIANCE,1405.699951171875,1407.0999755859375,1402.699951171875,1406.0,2312502
2025-05-08 09:15:00+05:30,RELIANCE,1406.9000244140625,1413.300048828125,1398.300048828125,1411.199951171875,0
2025-05-08 10:15:00+05:30,RELIANCE,1411.0,1418.0999755859375,1409.300048828125,1416.0,1257090
2025-05-08 11:15:00+05:30,RELIANCE,1415.9000244140625,1419.199951171875,1415.0,1418.5999755859375,838758
2025-05-08 12:15:00+05:30,RELIANCE,1418.5,1420.800048828125,1415.9000244140625,1416.800048828125,1632463
2025-05-08 13:15:00+05:30,RELIANCE,1416.699951171875,1418.5999755859375,1413.5999755859375,1415.0,1760947
2025-05-08 14:15:00+05:30,RELIANCE,1415.0,1415.9000244140625,1405.9000244140625,1408.4000244140625,5396831
2025-05-08 15:15:00+05:30,RELIANCE,1408.300048828125,1408.4000244140625,1398.0,1398.0,2804495
2025-05-09 09:15:00+05:30,RELIANCE,1386.0,1394.800048828125,1376.9000244140625,1384.4000244140625,0
2025-05-09 10:15:00+05:30,RELIANCE,1384.5999755859375,1386.5,1379.300048828125,1383.5999755859375,1532156
2025-05-09 11:15:00+05:30,RELIANCE,1383.4000244140625,1390.300048828125,1382.0,1384.0,1514724
2025-05-09 12:15:00+05:30,RELIANCE,1384.0,1384.199951171875,1378.0,1379.5999755859375,998342
2025-05-09 13:15:00+05:30,RELIANCE,1379.199951171875,1380.300048828125,1375.5,1379.9000244140625,1137075
2025-05-09 14:15:00+05:30,RELIANCE,1379.9000244140625,1382.300048828125,1374.5999755859375,1376.9000244140625,2852801
2025-05-09 15:15:00+05:30,RELIANCE,1376.9000244140625,1380.800048828125,1376.699951171875,1379.0,1109058
2025-05-12 09:15:00+05:30,RELIANCE,1406.5999755859375,1426.800048828125,1403.9000244140625,1423.800048828125,0
2025-05-12 10:15:00+05:30,RELIANCE,1423.9000244140625,1425.800048828125,1420.0,1422.5999755859375,1178678
2025-05-12 11:15:00+05:30,RELIANCE,1422.699951171875,1425.4000244140625,1420.5999755859375,1422.199951171875,1006285
2025-05-12 12:15:00+05:30,RELIANCE,1422.199951171875,1425.4000244140625,1420.0,1422.9000244140625,831471
2025-05-12 13:15:00+05:30,RELIANCE,1422.800048828125,1431.800048828125,1422.5999755859375,1430.4000244140625,1673690
2025-05-12 14:15:00+05:30,RELIANCE,1430.699951171875,1437.0,1429.5,1436.5,2301372
2025-05-12 15:15:00+05:30,RELIANCE,1436.5,1439.0,1436.0999755859375,1436.5,741726
2025-05-13 09:15:00+05:30,RELIANCE,1435.0,1447.5999755859375,1425.0999755859375,1431.5,0
2025-05-13 10:15:00+05:30,RELIANCE,1431.800048828125,1436.0,1422.300048828125,1427.699951171875,1227227
2025-05-13 11:15:00+05:30,RELIANCE,1428.0,1435.0,1424.699951171875,1428.199951171875,869599
2025-05-13 12:15:00+05:30,RELIANCE,1428.199951171875,1429.5,1418.5,1422.0999755859375,1528754
2025-05-13 13:15:00+05:30,RELIANCE,1422.0999755859375,1422.800048828125,1416.300048828125,1420.199951171875,1108507
2025-05-13 14:15:00+05:30,RELIANCE,1420.0,1423.5,1412.9000244140625,1413.800048828125,2953577
2025-05-13 15:15:00+05:30,RELIANCE,1413.800048828125,1417.0,1412.5,1416.199951171875,1458495
2025-05-14 09:15:00+05:30,RELIANCE,1420.0,1429.5999755859375,1420.0,1428.800048828125,1321890
2025-05-14 10:15:00+05:30,RELIANCE,1429.0,1429.9000244140625,1423.4000244140625,1425.0,578353
2025-05-14 11:15:00+05:30,RELIANCE,1424.9000244140625,1427.0,1418.5,1423.0,545838
2025-05-14 12:15:00+05:30,RELIANCE,1422.9000244140625,1424.0,1415.5999755859375,1422.4000244140625,531465
2025-05-14 13:15:00+05:30,RELIANCE,1422.4000244140625,1424.9000244140625,1417.9000244140625,1419.0,665229
2025-05-14 14:15:00+05:30,RELIANCE,1419.0,1425.9000244140625,1416.5,1424.5999755859375,1391521
2025-05-14 15:15:00+05:30,RELIANCE,1424.5,1426.9000244140625,1422.5999755859375,1425.4000244140625,534650
2025-05-15 09:15:00+05:30,RELIANCE,1423.4000244140625,1425.5,1412.800048828125,1415.800048828125,0
2025-05-15 10:15:00+05:30,RELIANCE,1415.800048828125,1432.300048828125,1414.4000244140625,1423.0999755859375,1739312
2025-05-15 11:15:00+05:30,RELIANCE,1423.0999755859375,1427.4000244140625,1420.199951171875,1423.0,942957
2025-05-15 12:15:00+05:30,RELIANCE,1423.0999755859375,1437.800048828125,1420.0999755859375,1437.4000244140625,2199002
2025-05-15 13:15:00+05:30,RELIANCE,1437.4000244140625,1455.5999755859375,1435.0,1454.0,5655550
2025-05-15 14:15:00+05:30,RELIANCE,1454.0,1461.4000244140625,1451.800048828125,1452.9000244140625,5387682
2025-05-15 15:15:00+05:30,RELIANCE,1452.5999755859375,1456.0,1451.0,1453.0,1960806
2025-05-16 09:15:00+05:30,RELIANCE,1453.300048828125,1457.4000244140625,1447.4000244140625,1453.0999755859375,0
2025-05-16 10:15:00+05:30,RELIANCE,1453.300048828125,1454.9000244140625,1450.5999755859375,1452.300048828125,881902
2025-05-16 11:15:00+05:30,RELIANCE,1452.0999755859375,1455.9000244140625,1451.0,1451.0,921512
2025-05-16 12:15:00+05:30,RELIANCE,1451.0999755859375,1457.9000244140625,1451.0999755859375,1457.9000244140625,784679
2025-05-16 13:15:00+05:30,RELIANCE,1457.800048828125,1460.9000244140625,1455.699951171875,1458.5999755859375,1947094
2025-05-16 14:15:00+05:30,RELIANCE,1458.4000244140625,1459.4000244140625,1454.5999755859375,1455.800048828125,1783197
2025-05-16 15:15:00+05:30,RELIANCE,1455.800048828125,1457.0,1454.199951171875,1454.4000244140625,604855
2025-05-19 09:15:00+05:30,RELIANCE,1453.0,1454.5,1444.0,1448.9000244140625,0
2025-05-19 10:15:00+05:30,RELIANCE,1448.800048828125,1449.9000244140625,1445.0,1448.800048828125,538402
2025-05-19 11:15:00+05:30,RELIANCE,1448.800048828125,1451.0,1445.5999755859375,1445.9000244140625,441975
2025-05-19 12:15:00+05:30,RELIANCE,1445.5999755859375,1445.9000244140625,1441.9000244140625,1442.0999755859375,878811
2025-05-19 13:15:00+05:30,RELIANCE,1442.5,1444.4000244140625,1440.0999755859375,1441.4000244140625,616015
2025-05-19 14:15:00+05:30,RELIANCE,1441.5,1443.0999755859375,1438.199951171875,1440.300048828125,2024632
2025-05-19 15:15:00+05:30,RELIANCE,1440.300048828125,1444.199951171875,1439.5999755859375,1442.199951171875,681776
2025-05-20 09:15:00+05:30,RELIANCE,1438.4000244140625,1444.300048828125,1434.4000244140625,1436.4000244140625,0
2025-05-20 10:15:00+05:30,RELIANCE,1436.699951171875,1444.800048828125,1433.199951171875,1441.800048828125,762147
2025-05-20 11:15:00+05:30,RELIANCE,1441.300048828125,1441.4000244140625,1435.0999755859375,1435.699951171875,454491
2025-05-20 12:15:00+05:30,RELIANCE,1435.300048828125,1436.800048828125,1431.199951171875,1432.300048828125,1075335
2025-05-20 13:15:00+05:30,RELIANCE,1432.4000244140625,1432.4000244140625,1427.699951171875,1430.0,1358992
2025-05-20 14:15:00+05:30,RELIANCE,1429.699951171875,1431.0,1423.4000244140625,1423.699951171875,4355507
2025-05-20 15:15:00+05:30,RELIANCE,1423.9000244140625,1425.0,1421.9000244140625,1424.5999755859375,1904190
2025-05-21 09:15:00+05:30,RELIANCE,1422.800048828125,1430.9000244140625,1418.699951171875,1428.9000244140625,0
2025-05-21 10:15:00+05:30,RELIANCE,1428.9000244140625,1435.699951171875,1428.9000244140625,1434.0,918107
2025-05-21 11:15:00+05:30,RELIANCE,1434.0999755859375,1435.5,1422.199951171875,1422.199951171875,584759
2025-05-21 12:15:00+05:30,RELIANCE,1422.4000244140625,1427.5,1419.800048828125,1426.5,851320
2025-05-21 13:15:00+05:30,RELIANCE,1426.5,1429.699951171875,1422.199951171875,1426.5999755859375,509083
2025-05-21 14:15:00+05:30,RELIANCE,1426.5999755859375,1431.0,1425.0999755859375,1428.800048828125,1369960
2025-05-21 15:15:00+05:30,RELIANCE,1428.699951171875,1430.0,1427.5,1429.199951171875,820614
2025-05-22 09:15:00+05:30,RELIANCE,1423.0,1423.5999755859375,1405.699951171875,1406.699951171875,0
2025-05-22 10:15:00+05:30,RELIANCE,1406.800048828125,1410.800048828125,1405.5999755859375,1406.5,1223689
2025-05-22 11:15:00+05:30,RELIANCE,1406.5,1408.800048828125,1404.0999755859375,1407.4000244140625,1439395
2025-05-22 12:15:00+05:30,RELIANCE,1407.699951171875,1407.800048828125,1402.5,1405.5,1112267
2025-05-22 13:15:00+05:30,RELIANCE,1405.5,1406.5,1400.800048828125,1402.0,1696226
2025-05-22 14:15:00+05:30,RELIANCE,1401.5999755859375,1410.699951171875,1397.0999755859375,1410.199951171875,3560449
2025-05-22 15:15:00+05:30,RELIANCE,1410.300048828125,1411.699951171875,1408.9000244140625,1411.0,934411
2025-05-23 09:15:00+05:30,RELIANCE,1409.5999755859375,1423.300048828125,1407.199951171875,1420.9000244140625,0
2025-05-23 10:15:00+05:30,RELIANCE,1421.0,1431.0,1416.5999755859375,1430.5,980323
2025-05-23 11:15:00+05:30,RELIANCE,1430.699951171875,1431.5999755859375,1426.4000244140625,1431.4000244140625,657562
2025-05-23 12:15:00+05:30,RELIANCE,1431.4000244140625,1433.800048828125,1428.5,1428.5999755859375,646017
2025-05-23 13:15:00+05:30,RELIANCE,1428.699951171875,1430.5,1426.0,1426.800048828125,736331
2025-05-23 14:15:00+05:30,RELIANCE,1426.9000244140625,1428.800048828125,1424.0,1425.9000244140625,1243326
2025-05-23 15:15:00+05:30,RELIANCE,1426.0,1428.5,1425.9000244140625,1426.0,548354
2025-05-26 09:15:00+05:30,RELIANCE,1429.4000244140625,1441.0,1429.4000244140625,1438.5,0
2025-05-26 10:15:00+05:30,RELIANCE,1438.5,1438.9000244140625,1433.0,1437.4000244140625,832747
2025-05-26 11:15:00+05:30,RELIANCE,1437.4000244140625,1440.5,1436.0999755859375,1439.4000244140625,681599
2025-05-26 12:15:00+05:30,RELIANCE,1439.4000244140625,1440.5,1436.0,1436.800048828125,514899
2025-05-26 13:15:00+05:30,RELIANCE,1436.800048828125,1440.800048828125,1436.0,1437.0999755859375,514541
2025-05-26 14:15:00+05:30,RELIANCE,1437.0999755859375,1438.199951171875,1433.5,1434.0999755859375,744747
2025-05-26 15:15:00+05:30,RELIANCE,1434.300048828125,1435.9000244140625,1433.5,1435.9000244140625,325805
2025-05-27 09:15:00+05:30,RELIANCE,1429.5999755859375,1429.5999755859375,1416.0,1418.300048828125,0
2025-05-27 10:15:00+05:30,RELIANCE,1417.800048828125,1432.9000244140625,1416.0,1424.5,1372103
2025-05-27 11:15:00+05:30,RELIANCE,1424.699951171875,1436.800048828125,1424.699951171875,1429.699951171875,1050014
2025-05-27 12:15:00+05:30,RELIANCE,1430.300048828125,1431.0,1418.9000244140625,1421.0999755859375,1336795
2025-05-27 13:15:00+05:30,RELIANCE,1421.0999755859375,1423.800048828125,1416.699951171875,1417.699951171875,1312724
2025-05-27 14:15:00+05:30,RELIANCE,1417.300048828125,1425.0,1413.9000244140625,1421.5999755859375,3646678
2025-05-27 15:15:00+05:30,RELIANCE,1421.5999755859375,1424.800048828125,1419.0999755859375,1424.199951171875,1574363
